month,day,year,time,latitude,longitude,depth,magnitude,magType,place
3,18,1977,21:43:52,16.773,122.327,37,7,ms,"34 km E of Dicamay, Philippines"
4,2,1977,07:15:22,-16.696,-172.095,33,7.6,ms,"199 km ESE of Hihifo, Tonga"
4,20,1977,23:42:50,-9.89,160.348,19,7.5,ms,"66 km SE of Honiara, Solomon Islands"
4,20,1977,23:49:13,-9.844,160.822,33,7.5,ms,"105 km ESE of Honiara, Solomon Islands"
4,21,1977,04:24:09,-9.965,160.731,33,7.5,ms,"103 km SE of Honiara, Solomon Islands"
7,29,1977,11:15:45,-8.031,155.538,33,7.2,ms,"143 km W of Gizo, Solomon Islands"
8,19,1977,06:08:55,-11.164,118.378,25,8.31,mw,"265 km SW of Waingapu, Indonesia"
8,26,1977,19:50:01,-59.426,-20.508,33,7.1,ms,east of the South Sandwich Islands
10,10,1977,11:53:53,-25.856,-175.406,33,7.2,ms,south of Tonga
11,23,1977,09:26:24,-31.028,-67.767,13,7.4,ms,"San Juan, Argentina"
2,9,1978,21:35:12,-30.683,-177.358,33,7.2,ms,"Kermadec Islands, New Zealand"
3,23,1978,03:15:20,44.932,148.439,33,7.5,ms,"55 km SE of Kuril’sk, Russia"
3,24,1978,19:47:50,44.244,148.862,33,7.6,ms,"134 km SE of Kuril’sk, Russia"
3,24,1978,21:05:48,42.839,78.606,33,7.1,ms,"23 km ENE of Tyup, Kyrgyzstan"
6,12,1978,08:14:26,38.19,142.028,44,7.7,ms,"68 km ESE of Ishinomaki, Japan"
6,17,1978,15:11:33,-17.098,-172.264,33,7,ms,"206 km SE of Hihifo, Tonga"
7,23,1978,14:42:36,22.282,121.512,17,7.4,ms,"85 km ENE of Hengchun, Taiwan"
8,23,1978,00:38:32,10.204,-85.222,56,7,ms,"19 km N of Nandayure, Costa Rica"
9,16,1978,15:35:56,33.386,57.434,33,7.4,ms,"52 km ESE of Tabas, Iran"
11,5,1978,22:02:07,-11.132,162.136,33,7.1,ms,"78 km SSE of Kirakira, Solomon Islands"
11,29,1978,19:52:47,16.01,-96.591,18,7.7,ms,"2 km ESE of San Agustín Loxicha, Mexico"
12,23,1978,11:23:12,23.247,122.075,33,7,ms,"94 km SSE of Hualien City, Taiwan"
2,28,1979,21:27:06,60.642,-141.593,15,7.1,ms,"113 km SE of McCarthy, Alaska"
3,14,1979,11:07:16,17.813,-101.276,49,7.6,ms,"12 km SSE of Vallecitos de Zaragoza, Mexico"
8,26,1979,14:31:22,19.066,122.096,15,7.1,ms,"62 km N of San Vicente, Philippines"
9,12,1979,05:17:51,-1.679,136.04,5,7.9,ms,"55 km S of Biak, Indonesia"
10,12,1979,10:25:22,-46.675,165.707,33,7.4,ms,"180 km W of Riverton, New Zealand"
10,23,1979,09:51:06,-10.615,161.284,22,7.1,ms,"71 km WSW of Kirakira, Solomon Islands"
11,27,1979,17:10:32,33.962,59.726,10,7.1,ms,"56 km ENE of Q?’en, Iran"
12,12,1979,07:59:03,1.598,-79.358,24,7.7,ms,
2,23,1980,05:51:03,43.53,146.753,44,7,ms,"30 km S of Shikotan, Russia"
7,8,1980,23:19:19,-12.41,166.381,33,7.5,ms,"196 km SSE of Lata, Solomon Islands"
7,17,1980,19:42:23,-12.525,165.916,33,7.9,ms,"199 km S of Lata, Solomon Islands"
10,10,1980,12:25:23,36.195,1.354,10,7.3,ms,"3 km NNE of Chlef, Algeria"
10,25,1980,11:00:05,-21.89,169.853,33,7.2,ms,"207 km E of Tadine, New Caledonia"
11,8,1980,10:27:34,41.117,-124.253,19,7.2,mw,"11 km WSW of Big Lagoon, California"
1,30,1981,08:52:44,51.744,176.274,33,7,ms,"243 km ESE of Attu Station, Alaska"
5,25,1981,05:25:14,-48.786,164.357,33,7.6,ms,off the west coast of the South Island of New Zealand
7,6,1981,03:08:24,-22.293,171.742,33,7,ms,southeast of the Loyalty Islands
7,15,1981,07:59:08,-17.26,167.601,30,7,ms,"92 km NW of Port-Vila, Vanuatu"
7,28,1981,17:22:24,30.013,57.794,33,7.1,ms,"75 km ESE of Kerman, Iran"
9,1,1981,09:29:31,-14.96,-173.085,25,7.7,ms,"133 km NE of Hihifo, Tonga"
10,16,1981,03:25:42,-33.134,-73.074,33,7.2,ms,"135 km W of Valparaíso, Chile"
10,25,1981,03:22:15,18.048,-102.084,33,7.3,ms,"7 km NNE of Petacalco, Mexico"
12,19,1981,14:10:50,39.243,25.227,10,7.2,ms,"61 km W of Eresós, Greece"
12,26,1981,17:05:32,-29.934,-177.741,33,7.1,ms,"Kermadec Islands, New Zealand"
1,11,1982,06:10:06,13.752,124.358,45.7,7.1,ms,"4 km SW of Gigmoto, Philippines"
6,7,1982,10:59:40,16.558,-98.358,33.8,7,ms,"5 km NNW of San Juan Bautista Lo de Soto, Mexico"
6,19,1982,06:21:58,13.332,-89.387,73,7.29,mw,"18 km SSW of La Libertad, El Salvador"
7,4,1982,01:20:06,27.929,136.967,536,7.1,mw,"west of the Bonin Islands, Japan"
7,7,1982,10:43:03,-51.225,160.513,10,7,ms,north of Macquarie Island
7,23,1982,14:23:53,36.194,141.702,36.6,7.1,mw,"93 km ENE of Hasaki, Japan"
8,5,1982,20:32:52,-12.597,165.931,30.7,7,mw,"207 km S of Lata, Solomon Islands"
12,19,1982,17:43:54,-24.133,-175.864,33,7.2,mw,south of Tonga
1,17,1983,12:41:29,38.026,20.228,14.3,7,mw,"26 km SW of Lixoúri, Greece"
1,26,1983,16:02:21,-30.383,-179.339,238,7,mw,Kermadec Islands region
3,18,1983,09:05:50,-4.883,153.581,88.8,7.6,ms,"157 km ESE of Kokopo, Papua New Guinea"
4,3,1983,02:50:01,8.717,-83.123,37,7.1,mw,"12 km N of Golfito, Costa Rica"
4,12,1983,12:07:54,-4.843,-78.103,104.2,7,mw,"92 km NNE of La Peca, Peru"
4,18,1983,10:58:51,27.793,62.054,64,7,mw,"95 km ESE of Kh?sh, Iran"
5,26,1983,02:59:59,40.462,139.102,23.7,7.4,mw,"83 km WNW of Noshiro, Japan"
8,17,1983,10:55:54,55.867,161.287,62.6,7.1,mw,"57 km SSE of Klyuchi, Russia"
10,4,1983,18:52:13,-26.535,-70.563,14.8,7.4,mw,"54 km WSW of Diego de Almagro, Chile"
10,22,1983,04:21:35,-60.665,-25.451,24,7.2,mw,
11,24,1983,05:30:34,-7.481,128.168,178.5,7.3,mw,"172 km NE of Lospalos, Timor Leste"
11,30,1983,17:46:00,-6.852,72.11,10,7.3,mw,Chagos Archipelago region
12,2,1983,03:09:05,14.066,-91.924,67.1,7,mw,"25 km S of Champerico, Guatemala"
12,30,1983,23:52:39,36.372,70.738,214.5,7.4,mw,"55 km S of Jurm, Afghanistan"
1,1,1984,09:03:38,33.683,136.894,368.1,7.2,mw,"77 km ESE of Owase, Japan"
1,8,1984,15:24:13,-2.823,118.806,33,7,mw,"18 km SSW of Mamuju, Indonesia"
2,7,1984,21:33:21,-10.012,160.469,18.1,7.6,mw,"85 km SE of Honiara, Solomon Islands"
3,5,1984,03:33:50,8.147,123.762,649.1,7.3,mw,"4 km NNW of Tabid, Philippines"
3,6,1984,02:17:21,29.384,138.935,457.4,7.4,mw,"Izu Islands, Japan region"
3,19,1984,20:28:38,40.32,63.35,14.5,7,mw,"22 km NNW of Gazli, Uzbekistan"
3,24,1984,09:44:02,44.117,148.192,44.4,7.2,mw,"123 km ENE of Shikotan, Russia"
5,30,1984,07:49:43,-4.843,151.577,174.4,7.1,mw,"94 km SW of Kokopo, Papua New Guinea"
8,6,1984,12:01:52,-0.086,122.517,242.3,7.4,mw,"91 km SW of Gorontalo, Indonesia"
10,15,1984,10:21:07,-15.86,-173.643,128.4,7.2,mw,"19 km ENE of Hihifo, Tonga"
11,1,1984,04:48:50,8.185,-38.794,10,7.1,mw,central Mid-Atlantic Ridge
11,15,1984,02:46:19,-22.022,170.95,104.7,7.1,mw,southeast of the Loyalty Islands
11,17,1984,06:49:30,0.197,98.027,33,7.1,mw,"190 km SSW of Sibolga, Indonesia"
11,20,1984,08:15:16,5.167,125.124,202.2,7.5,mw,"45 km SW of Sarangani, Philippines"
3,3,1985,22:47:07,-33.135,-71.871,33,8,mw,"25 km WSW of Valparaíso, Chile"
3,4,1985,00:32:21,-33.207,-71.663,33,7.4,mw,"19 km S of Valparaíso, Chile"
4,9,1985,01:56:59,-34.131,-71.618,37.8,7.2,mw,"59 km S of San Antonio, Chile"
4,13,1985,03:00:06,1.622,126.411,50.7,7,mw,"142 km NW of Ternate, Indonesia"
4,23,1985,16:15:12,15.344,120.61,188.4,7,mw,"1 km ENE of Santo Cristo, Philippines"
5,10,1985,15:35:50,-5.599,151.045,26.7,7.2,mw,"100 km E of Kimbe, Papua New Guinea"
7,3,1985,04:36:51,-4.439,152.828,33,7.3,mw,"62 km E of Kokopo, Papua New Guinea"
7,29,1985,07:54:44,36.19,70.896,98.7,7.4,mw,"75 km S of Jurm, Afghanistan"
8,23,1985,12:41:56,39.431,75.224,6.8,7,mw,"66 km W of Kashgar, China"
9,19,1985,13:17:47,18.19,-102.533,27.9,8,mw,"26 km NW of El Habillal, Mexico"
9,21,1985,01:37:13,17.802,-101.647,30.8,7.6,mw,"7 km N of Pantla, Mexico"
11,17,1985,09:40:21,-1.639,134.911,10,7.1,mw,"127 km SE of Manokwari, Indonesia"
11,28,1985,02:25:42,-14.043,166.24,33,7,mw,"142 km NW of Port-Olry, Vanuatu"
11,28,1985,03:49:54,-13.987,166.185,33,7,mw,"148 km W of Sola, Vanuatu"
12,21,1985,01:13:22,-13.966,166.516,43,7.1,mw,"112 km W of Sola, Vanuatu"
1,15,1986,20:17:42,-21.277,170.102,150,7.1,mw,"210 km SSE of Isangel, Vanuatu"
4,30,1986,07:07:18,18.404,-102.973,26.5,7,mw,"41 km SSW of Aguililla, Mexico"
5,7,1986,22:47:10,51.52,-174.776,33,8,mw,"85 km SSW of Atka, Alaska"
5,26,1986,19:06:15,-20.19,178.86,538.3,7.1,mw,"230 km S of Suva, Fiji"
6,16,1986,10:48:25,-22.037,-178.925,547,7.1,mw,south of the Fiji Islands
6,24,1986,03:11:30,-4.448,143.943,102.3,7.2,mw,"44 km SSW of Angoram, Papua New Guinea"
8,14,1986,19:39:13,1.795,126.519,33,7.5,mw,"146 km NW of Ternate, Indonesia"
8,30,1986,21:28:35,45.547,26.316,132.3,7.2,mw,"7 km NNE of Ca?oca, Romania"
10,20,1986,06:46:09,-28.117,-176.367,29.1,7.7,mw,Kermadec Islands region
10,30,1986,01:28:54,-21.702,-176.616,188.1,7.2,mw,"157 km WSW of Haveluloto, Tonga"
11,14,1986,21:20:10,23.901,121.574,33.8,7.4,mw,"8 km SSW of Hualien City, Taiwan"
1,30,1987,22:29:42,-60.063,-26.916,47.6,7,mw,South Sandwich Islands region
2,8,1987,18:33:58,-6.088,147.689,54.9,7.4,ms,"54 km NNW of Finschhafen, Papua New Guinea"
3,5,1987,09:17:05,-24.388,-70.161,62.3,7.6,mw,"84 km SSE of Antofagasta, Chile"
3,5,1987,10:55:12,-24.495,-70.701,34.8,7,mw,"98 km SSW of Antofagasta, Chile"
3,6,1987,04:10:41,0.151,-77.821,10,7.2,mw,"29 km SSE of Pimampiro, Ecuador"
4,1,1987,01:48:08,-22.767,-66.205,248.7,7,mw,"52 km W of Abra Pampa, Argentina"
6,17,1987,01:32:53,-5.577,130.791,67.3,7.1,mw,"217 km W of Tual, Indonesia"
8,8,1987,15:48:56,-19.022,-69.991,69.7,7.2,mw,"68 km SSE of Arica, Chile"
9,3,1987,06:40:13,-58.893,158.513,33,7.4,mw,Macquarie Island region
10,6,1987,04:19:06,-17.94,-172.225,16,7.3,mw,"201 km ENE of Neiafu, Tonga"
10,12,1987,13:57:04,-7.288,154.371,24.7,7,mw,"163 km SW of Panguna, Papua New Guinea"
10,16,1987,20:48:01,-6.266,149.06,47.8,7.4,mw,"54 km W of Kandrian, Papua New Guinea"
11,30,1987,19:23:19,58.679,-142.786,10,7.9,mw,"200 km WSW of Yakutat, Alaska"
1,19,1988,07:30:31,-24.71,-70.568,33,7,mw,"77 km N of Taltal, Chile"
2,5,1988,14:01:02,-24.753,-70.433,36.9,7.2,mw,"72 km N of Taltal, Chile"
2,24,1988,03:52:03,13.477,124.616,24.9,7.3,mw,"37 km ESE of Bato, Philippines"
3,6,1988,22:35:38,56.953,-143.032,10,7.8,mw,Gulf of Alaska
4,12,1988,23:19:55,-17.192,-72.305,33.1,7.1,mw,"30 km SW of Islay (Matarani), Peru"
7,23,1988,15:17:08,-6.526,152.779,16.6,7,mw,"247 km SSE of Kokopo, Papua New Guinea"
7,25,1988,06:46:06,-6.081,133.667,27.7,7,mw,"112 km ESE of Tual, Indonesia"
8,6,1988,00:36:24,25.149,95.127,90.5,7.3,mw,"85 km SE of Phek, India"
8,10,1988,04:38:26,-10.366,160.819,34,7.6,mw,"121 km W of Kirakira, Solomon Islands"
10,8,1988,04:46:24,-18.771,-172.415,35.2,7.1,mw,"166 km E of Neiafu, Tonga"
11,6,1988,13:03:19,22.789,99.611,17.8,7.7,mw,"145 km NW of Jinghong, China"
2,10,1989,11:15:24,2.305,126.76,44,7.1,mw,"152 km WNW of Tobelo, Indonesia"
5,5,1989,18:28:39,-8.281,-71.381,593.4,7.1,mw,"69 km W of Tarauacá, Brazil"
5,14,1989,00:59:50,-30.523,-178.414,43.8,7,mw,"Kermadec Islands, New Zealand"
5,23,1989,10:54:46,-52.341,160.568,10,8.02,mwc,Macquarie Island region
9,4,1989,13:14:58,55.3217,-156.4293,11,7,mw,"164 km SE of Chignik, Alaska"
11,1,1989,18:25:34,39.837,142.76,28.6,7.4,mw,"73 km ENE of Miyako, Japan"
12,7,1989,13:38:44,-6.436,146.383,104.4,7.1,mw,"59 km ESE of Kainantu, Papua New Guinea"
12,15,1989,18:43:45,8.337,126.729,24.4,7.6,mw,"37 km ENE of Barcelona, Philippines"
3,3,1990,12:16:27,-22.122,175.163,33.2,7.6,mw,south of the Fiji Islands
3,5,1990,16:38:12,-18.318,168.063,20.7,7.1,mw,"69 km SSW of Port-Vila, Vanuatu"
3,25,1990,13:22:55,9.919,-84.808,22.2,7.3,mw,"7 km SSE of Puntarenas, Costa Rica"
4,5,1990,21:12:35,15.125,147.596,11.4,7.6,mw,"198 km E of Saipan, Northern Mariana Islands"
4,18,1990,13:39:19,1.186,122.857,25.7,7.8,mw,"75 km NNW of Gorontalo, Indonesia"
5,12,1990,04:50:08,49.037,141.847,605.7,7.2,mw,"16 km WSW of Uglegorsk, Russia"
5,20,1990,02:22:01,5.121,32.145,14.9,7.2,mw,"69 km ENE of Juba, South Sudan"
5,24,1990,20:00:08,5.358,31.848,16,7.1,mw,"63 km NNE of Juba, South Sudan"
5,24,1990,20:09:23,-7.363,120.363,588.9,7.1,mw,"135 km NNE of Labuan Bajo, Indonesia"
5,30,1990,10:40:06,45.841,26.668,89.3,7,mw,"5 km W of Nistore?ti, Romania"
6,14,1990,07:40:56,11.76,121.899,18.1,7.1,mw,"0 km ESE of Union, Philippines"
6,20,1990,21:00:09,36.957,49.409,18.5,7.4,mw,"23 km N of P?deg?n-e Manj?l, Iran"
7,16,1990,07:26:34,15.679,121.172,25.1,7.7,mw,"4 km E of Macapsing, Philippines"
7,27,1990,12:37:59,-15.355,167.464,125.7,7.2,mw,"37 km ENE of Luganville, Vanuatu"
8,12,1990,21:25:21,-19.435,169.132,140.4,7.1,mw,"19 km NW of Isangel, Vanuatu"
10,17,1990,14:30:13,-10.97,-70.776,598.8,7,mw,"130 km W of Iñapari, Peru"
11,6,1990,20:14:29,53.452,169.871,24.8,7.1,mw,"231 km WNW of Attu Station, Alaska"
12,30,1990,19:14:18,-5.097,150.967,178.6,7.5,mw,"104 km ENE of Kimbe, Papua New Guinea"
1,5,1991,14:57:11,23.613,95.901,19.7,7,mw,"99 km NW of Mogok, Myanmar"
2,18,1991,02:37:25,8.87,126.48,23.9,7,mw,"18 km E of Aras-asan, Philippines"
4,5,1991,04:19:49,-5.982,-77.094,19.8,7.1,mw,"11 km NE of Rioja, Peru"
4,22,1991,21:56:51,9.685,-83.073,10,7.6,mw,"34 km S of Limón, Costa Rica"
4,29,1991,09:12:48,42.453,43.673,17.2,7,mw,"22 km WNW of Java, Georgia"
5,19,1991,00:58:01,1.156,122.957,33,7,mw,"69 km N of Gorontalo, Indonesia"
5,30,1991,13:17:41,54.567,-161.606,28.4,7,mw,"71 km SE of King Cove, Alaska"
6,9,1991,07:45:02,-20.252,-176.218,265.5,7,mw,"144 km NW of Nuku‘alofa, Tonga"
6,20,1991,05:18:52,1.196,122.787,31.4,7.5,mw,"79 km NNW of Gorontalo, Indonesia"
6,23,1991,21:22:28,-26.802,-63.349,558,7.3,mw,"27 km NNW of El Hoyo, Argentina"
7,6,1991,12:19:49,-13.108,-72.187,104.5,7,mwb,"15 km W of Lares, Peru"
8,17,1991,22:17:09,41.679,-125.856,1.303,7,mh,"136 km WSW of Brookings, Oregon"
9,30,1991,00:21:46,-20.878,-178.591,566.4,7,mw,Fiji region
10,14,1991,15:58:12,-9.094,158.442,23.4,7.2,mw,"155 km WNW of Malango, Solomon Islands"
11,19,1991,22:28:51,4.554,-77.442,21.3,7.2,mw,"33 km NNW of Santa Genoveva de Docordó, Colombia"
12,22,1991,08:43:13,45.533,151.021,24.7,7.6,mw,"248 km E of Kuril’sk, Russia"
12,27,1991,04:05:58,-56.032,-25.266,10,7.2,mw,South Sandwich Islands region
4,25,1992,18:06:05,40.3353333,-124.2286667,9.856,7.2,mh,"19 km SSW of Scotia, California"
5,15,1992,07:05:05,-6.075,147.572,58,7.2,mw,"61 km NNW of Finschhafen, Papua New Guinea"
5,17,1992,09:49:19,7.239,126.645,32.8,7.1,mw,"9 km SE of Santiago, Philippines"
5,17,1992,10:15:31,7.191,126.762,33,7.3,mwb,"23 km ESE of Santiago, Philippines"
5,27,1992,05:13:38,-11.122,165.239,18.8,7,mw,"75 km SW of Lata, Solomon Islands"
6,28,1992,11:57:34,34.2,-116.437,-0.097,7.3,mw,"The 1992 Landers Earthquake, California"
7,11,1992,10:44:19,-22.483,-178.413,377.2,7.2,mw,south of the Fiji Islands
8,19,1992,02:04:37,42.142,73.575,27.4,7.3,mwb,"60 km ENE of Toktogul, Kyrgyzstan"
9,2,1992,00:16:01,11.742,-87.34,44.8,7.7,mw,"83 km SSW of Corinto, Nicaragua"
10,11,1992,19:24:26,-19.247,168.948,129,7.4,mw,"47 km NW of Isangel, Vanuatu"
10,18,1992,15:11:59,7.075,-76.862,10,7.2,mwb,"11 km NNW of Murindó, Colombia"
12,12,1992,05:29:26,-8.48,121.896,27.7,7.8,mw,"37 km WNW of Maumere, Indonesia"
12,20,1992,20:52:47,-6.582,130.393,77.7,7.3,mw,"281 km WSW of Tual, Indonesia"
1,15,1993,11:06:05,43.3,143.691,102.2,7.6,mw,"52 km NE of Otofuke, Japan"
3,6,1993,03:05:49,-10.972,164.181,20.4,7.1,mwb,"178 km W of Lata, Solomon Islands"
5,11,1993,18:26:51,7.219,126.57,58.7,7,mwb,"3 km E of Manay, Philippines"
5,24,1993,23:51:28,-22.671,-66.543,221,7,mwb,"87 km W of Abra Pampa, Argentina"
6,8,1993,13:03:36,51.218,157.829,70.6,7.5,mw,"97 km ESE of Ozernovskiy, Russia"
7,12,1993,13:17:11,42.851,139.197,16.7,7.7,mw,"107 km W of Iwanai, Japan"
8,8,1993,08:34:24,12.982,144.801,59.3,7.8,mw,"32 km S of Inarajan Village, Guam"
8,9,1993,12:42:48,36.379,70.868,214.5,7,mwb,"53 km S of Jurm, Afghanistan"
8,10,1993,00:51:53,-45.277,166.927,28.1,7,mw,"63 km WNW of Te Anau, New Zealand"
9,10,1993,19:12:54,14.717,-92.645,34.1,7.2,mw,"24 km W of Puerto Madero, Mexico"
11,13,1993,01:18:04,51.934,158.647,34,7,mw,"112 km S of Vilyuchinsk, Russia"
12,29,1993,07:48:14,-20.23,169.789,33,7,mw,"92 km SE of Isangel, Vanuatu"
1,21,1994,02:24:29,1.015,127.733,19.9,7,mwb,"36 km NNE of Sofifi, Indonesia"
2,12,1994,17:58:23,-20.553,169.361,27.7,7,mwb,"112 km S of Isangel, Vanuatu"
3,9,1994,23:28:06,-18.039,-178.413,562.5,7.6,mw,"240 km E of Levuka, Fiji"
3,14,1994,04:30:15,-1.278,-23.569,10,7,mw,central Mid-Atlantic Ridge
6,2,1994,18:17:34,-10.477,112.835,18.4,7.8,mw,"249 km SSW of Kencong, Indonesia"
6,9,1994,00:33:16,-13.841,-67.553,631.3,8.2,mw,"55 km NNW of Reyes, Bolivia"
7,13,1994,02:35:56,-16.62,167.518,33,7.2,mw,"58 km S of Lakatoro, Vanuatu"
7,21,1994,18:36:31,42.34,132.865,471.4,7.3,mw,"46 km SSW of Vrangel’, Russia"
9,1,1994,15:15:53,40.402,-125.68,10,7.1,mwb,"121 km W of Ferndale, California"
10,4,1994,13:22:55,43.773,147.321,14,8.3,mw,"48 km E of Shikotan, Russia"
10,9,1994,07:55:39,43.905,147.916,33,7.3,mw,"96 km E of Shikotan, Russia"
11,14,1994,19:15:30,13.525,121.067,31.5,7.1,mw,"10 km E of Sabang, Philippines"
12,28,1994,12:19:23,40.525,143.419,26.5,7.8,mw,"off the east coast of Honshu, Japan"
1,6,1995,22:37:34,40.246,142.175,26.9,7,mw,"63 km ESE of Hachinohe, Japan"
2,5,1995,22:51:05,-37.759,178.752,21.1,7.1,mw,"118 km NNE of Gisborne, New Zealand"
4,7,1995,22:06:56,-15.199,-173.529,21.2,7.4,mw,"88 km NNE of Hihifo, Tonga"
4,21,1995,00:34:46,12.059,125.58,20.7,7.2,mw,"10 km E of Dapdap, Philippines"
5,5,1995,03:53:45,12.626,125.297,16,7.1,mw,"14 km NE of Cabatuan, Philippines"
5,16,1995,20:12:44,-23.008,169.9,20.2,7.7,mw,"249 km E of Vao, New Caledonia"
5,27,1995,13:03:52,52.629,142.827,11,7.1,mwb,"85 km S of Tungor, Russia"
7,3,1995,19:50:50,-29.211,-177.589,35.3,7.2,mwb,"Kermadec Islands, New Zealand"
7,30,1995,05:11:23,-23.34,-70.294,45.6,8,mw,"36 km NNE of Antofagasta, Chile"
8,16,1995,10:27:28,-5.799,154.178,30.1,7.7,mw,"155 km WNW of Panguna, Papua New Guinea"
8,16,1995,23:10:23,-5.771,154.347,33,7.2,mw,"139 km WNW of Panguna, Papua New Guinea"
8,23,1995,07:06:02,18.856,145.218,594.9,7.1,mwb,"Pagan region, Northern Mariana Islands"
9,14,1995,14:04:31,16.779,-98.597,23,7.4,mwb,"5 km N of Azoyú, Mexico"
10,3,1995,01:51:23,-2.75,-77.881,24.4,7,mw,"45 km SE of Sucúa, Ecuador"
10,9,1995,15:35:53,19.055,-104.205,33,8,mw,"5 km E of El Colomo, Mexico"
10,18,1995,10:37:26,27.929,130.175,28.4,7.1,mw,"83 km SE of Naze, Japan"
10,21,1995,02:38:57,16.84,-93.469,159.3,7.2,mw,"13 km NW of Ocozocoautla de Espinosa, Mexico"
11,22,1995,04:15:11,28.826,34.799,10,7.2,mw,"27 km SSE of Nuwaybi‘a, Egypt"
12,3,1995,18:01:08,44.663,149.3,33,7.9,mw,"128 km ESE of Kuril’sk, Russia"
12,25,1995,04:43:24,-6.903,129.151,141.9,7.1,mw,"297 km NE of Lospalos, Timor Leste"
1,1,1996,08:05:10,0.729,119.931,24,7.9,mw,"181 km N of Palu, Indonesia"
2,7,1996,21:36:46,45.324,149.892,42.6,7.2,mw,"158 km E of Kuril’sk, Russia"
2,17,1996,05:59:30,-0.891,136.952,33,8.09,mww,"101 km ENE of Biak, Indonesia"
2,21,1996,12:51:01,-9.593,-79.587,10,7.5,mw,"123 km WSW of Puerto Santa, Peru"
2,25,1996,03:08:15,15.978,-98.07,21.1,7.1,mw,"24 km SSW of Santa María Chico Ometepec, Mexico"
4,16,1996,00:30:54,-24.061,-177.036,110.9,7.2,mwb,south of the Fiji Islands
4,29,1996,14:40:41,-6.518,154.999,44,7.2,mwc,"58 km WSW of Panguna, Papua New Guinea"
6,2,1996,02:52:09,10.797,-42.254,10,7,mwc,northern Mid-Atlantic Ridge
6,10,1996,04:03:35,51.564,-177.632,33,7.9,mwc,"77 km WSW of Adak, Alaska"
6,10,1996,15:24:56,51.478,-176.847,26.3,7.3,mwc,"46 km SSW of Adak, Alaska"
6,11,1996,18:22:55,12.614,125.154,33,7.1,mwc,"8 km NNE of Palapag, Philippines"
6,17,1996,11:22:18,-7.137,122.589,587.3,7.9,mwc,"169 km NNE of Maumere, Indonesia"
7,22,1996,14:19:35,1,120.45,33,7,mwc,"220 km NNE of Palu, Indonesia"
8,5,1996,22:38:22,-20.69,-178.31,550.2,7.4,mwc,Fiji region
11,12,1996,16:59:44,-14.993,-75.675,33,7.7,mwc,"60 km SW of Changuillo, Peru"
1,11,1997,20:28:26,18.219,-102.756,33,7.2,mwb,"46 km WNW of El Habillal, Mexico"
1,23,1997,02:15:22,-21.999,-65.719,276.2,7.1,mwc,"16 km NW of Villazón, Bolivia"
2,27,1997,21:08:02,29.976,68.208,33,7.1,mwc,"29 km ESE of Harnai, Pakistan"
4,21,1997,12:02:26,-12.584,166.676,33,7.7,mwc,"171 km NNW of Sola, Vanuatu"
5,10,1997,07:57:29,33.825,59.809,10,7.3,mwb,"58 km E of Q?’en, Iran"
5,25,1997,23:22:33,-32.115,179.791,332.7,7.1,mwc,south of the Kermadec Islands
7,9,1997,19:24:13,10.598,-63.486,19.9,7,mwc,"26 km WSW of Carúpano, Venezuela"
9,20,1997,16:11:32,-28.683,-177.624,30,7,mwc,Kermadec Islands region
10,14,1997,09:53:18,-22.101,-176.772,167.3,7.8,mwb,"192 km WSW of Haveluloto, Tonga"
10,15,1997,01:03:33,-30.933,-71.22,58,7.1,mwc,"36 km SW of Monte Patria, Chile"
10,28,1997,06:15:17,-4.368,-76.681,112,7.2,mwc,"51 km N of Barranca, Peru"
11,8,1997,10:02:52,35.069,87.325,33,7.5,mwc,western Xizang
11,15,1997,18:59:24,-15.145,167.375,123.1,7,mwc,"34 km ESE of Port-Olry, Vanuatu"
11,25,1997,12:14:33,1.241,122.536,24,7,mwc,"97 km NW of Gorontalo, Indonesia"
12,5,1997,11:26:54,54.841,162.035,33,7.8,mwc,"156 km S of Ust’-Kamchatsk Staryy, Russia"
12,22,1997,02:05:50,-5.495,147.867,179.3,7.2,mwc,"117 km N of Finschhafen, Papua New Guinea"
1,4,1998,06:11:58,-22.301,170.911,100.6,7.5,mwc,southeast of the Loyalty Islands
1,30,1998,12:16:08,-23.913,-70.207,42,7.1,mwc,"34 km SSE of Antofagasta, Chile"
3,25,1998,03:12:25,-62.877,149.527,10,8.1,mwc,Balleny Islands region
3,29,1998,19:48:16,-17.552,-179.092,537.2,7.2,mwc,"178 km ENE of Levuka, Fiji"
4,1,1998,17:56:23,-0.544,99.261,55.7,7,mwc,"95 km W of Pariaman, Indonesia"
5,3,1998,23:30:21,22.306,125.308,33,7.5,mwb,"254 km SSE of Ishigaki, Japan"
7,16,1998,11:56:36,-11.04,166.16,110.2,7,mwc,"52 km SE of Lata, Solomon Islands"
7,17,1998,08:49:13,-2.961,141.926,10,7,mwc,"50 km WNW of Aitape, Papua New Guinea"
8,4,1998,18:59:20,-0.593,-80.393,33,7.2,mwc,"3 km E of Bahía de Caráquez, Ecuador"
8,20,1998,06:40:55,28.932,139.329,440.5,7.1,mwb,"Bonin Islands, Japan region"
11,9,1998,05:38:44,-6.92,128.946,33,7,mwc,"278 km NE of Lospalos, Timor Leste"
